"","Sensor","Date_Time","Date","Time","Count"
"5847","Elizabeth St-Lonsdale St (South)",2017-07-04 20:00:00,2017-07-04,20,NA
"5848","Lincoln-Swanston (W)",2017-07-04 20:00:00,2017-07-04,20,NA
"5849","Elizabeth St-La Trobe St (East)",2017-07-04 20:00:00,2017-07-04,20,NA
"5850","Lonsdale St - Elizabeth St (North)",2017-07-04 20:00:00,2017-07-04,20,NA
"5851","Bourke St Bridge",2017-07-04 20:00:00,2017-07-04,20,NA
"5852","Bourke St - Spencer St (North)",2017-07-04 20:00:00,2017-07-04,20,NA
"5853","RMIT Bld 80 - 445 Swanston Street",2017-07-04 20:00:00,2017-07-04,20,NA
"5854","Flinders La-Swanston St (West) Temporary",2017-07-04 20:00:00,2017-07-04,20,NA
"5855","RMIT Building 14",2017-07-04 20:00:00,2017-07-04,20,NA
"5856","380 Elizabeth St",2017-07-04 20:00:00,2017-07-04,20,NA
"5857","La Trobe St (North)",2017-07-04 20:00:00,2017-07-04,20,NA
"5858","231 Bourke St",2017-07-04 20:00:00,2017-07-04,20,NA
"5859","Royal Pde - Grattan St",2017-07-04 20:00:00,2017-07-04,20,NA
"5860","Bourke Street Mall (North)",2017-07-04 21:00:00,2017-07-04,21,517
"5861","Bourke Street Mall (South)",2017-07-04 21:00:00,2017-07-04,21,297
"5862","Melbourne Central",2017-07-04 21:00:00,2017-07-04,21,1284
"5863","Town Hall (West)",2017-07-04 21:00:00,2017-07-04,21,975
"5864","Princes Bridge",2017-07-04 21:00:00,2017-07-04,21,0
"5865","Flinders Street Station Underpass",2017-07-04 21:00:00,2017-07-04,21,1017
"5866","Birrarung Marr",2017-07-04 21:00:00,2017-07-04,21,81
"5867","Webb Bridge",2017-07-04 21:00:00,2017-07-04,21,52
"5868","Southern Cross Station",2017-07-04 21:00:00,2017-07-04,21,86
"5869","Victoria Point",2017-07-04 21:00:00,2017-07-04,21,85
"5870","Waterfront City",2017-07-04 21:00:00,2017-07-04,21,21
"5871","New Quay",2017-07-04 21:00:00,2017-07-04,21,127
"5872","Flagstaff Station",2017-07-04 21:00:00,2017-07-04,21,0
"5873","Sandridge Bridge",2017-07-04 21:00:00,2017-07-04,21,186
"5874","State Library",2017-07-04 21:00:00,2017-07-04,21,661
"5875","Collins St (North)",2017-07-04 21:00:00,2017-07-04,21,296
"5876","Collins Place (South)",2017-07-04 21:00:00,2017-07-04,21,139
"5877","Collins Place (North)",2017-07-04 21:00:00,2017-07-04,21,97
"5878","Chinatown-Swanston St (North)",2017-07-04 21:00:00,2017-07-04,21,615
"5879","Chinatown-Lt Bourke St (South)",2017-07-04 21:00:00,2017-07-04,21,516
"5880","Bourke St-Russell St (West)",2017-07-04 21:00:00,2017-07-04,21,620
"5881","Flinders St-Elizabeth St (East)",2017-07-04 21:00:00,2017-07-04,21,1230
"5882","Spencer St-Collins St (South)",2017-07-04 21:00:00,2017-07-04,21,196
"5883","Spencer St-Collins St (North)",2017-07-04 21:00:00,2017-07-04,21,698
"5884","Melbourne Convention Exhibition Centre",2017-07-04 21:00:00,2017-07-04,21,145
"5885","QV Market-Elizabeth St (West)",2017-07-04 21:00:00,2017-07-04,21,322
"5886","QV Market-Peel St",2017-07-04 21:00:00,2017-07-04,21,55
"5887","The Arts Centre",2017-07-04 21:00:00,2017-07-04,21,494
"5888","St Kilda Rd-Alexandra Gardens",2017-07-04 21:00:00,2017-07-04,21,208
"5889","Lonsdale St (South)",2017-07-04 21:00:00,2017-07-04,21,554
"5890","Lygon St (West)",2017-07-04 21:00:00,2017-07-04,21,497
"5891","City Square",2017-07-04 21:00:00,2017-07-04,21,NA
"5892","Flinders St-Spring St (West)",2017-07-04 21:00:00,2017-07-04,21,82
"5893","Flinders St-Spark La",2017-07-04 21:00:00,2017-07-04,21,87
"5894","Southbank",2017-07-04 21:00:00,2017-07-04,21,1212
"5895","Queen St (West)",2017-07-04 21:00:00,2017-07-04,21,0
"5896","Lygon St (East)",2017-07-04 21:00:00,2017-07-04,21,213
"5897","Alfred Place",2017-07-04 21:00:00,2017-07-04,21,119
"5898","Lonsdale St-Spring St (West)",2017-07-04 21:00:00,2017-07-04,21,0
"5899","Grattan St-Swanston St (West)",2017-07-04 21:00:00,2017-07-04,21,63
"5900","Monash Rd-Swanston St (West)",2017-07-04 21:00:00,2017-07-04,21,39
"5901","Tin Alley-Swanston St (West)",2017-07-04 21:00:00,2017-07-04,21,29
"5902","Little Collins St-Swanston St (East)",2017-07-04 21:00:00,2017-07-04,21,774
"5903","Flinders La-Swanston St (West)",2017-07-04 21:00:00,2017-07-04,21,1516
"5904","Pelham St (South)",2017-07-04 21:00:00,2017-07-04,21,NA
"5905","Melbourne Central-Elizabeth St (East)",2017-07-04 21:00:00,2017-07-04,21,NA
"5906","QVM-Queen St (East)",2017-07-04 21:00:00,2017-07-04,21,NA
"5907","QVM-Therry St (South)",2017-07-04 21:00:00,2017-07-04,21,NA
"5908","Faraday St-Lygon St (West)",2017-07-04 21:00:00,2017-07-04,21,NA
"5909","QVM-Franklin St (North)",2017-07-04 21:00:00,2017-07-04,21,NA
"5910","Elizabeth St-Lonsdale St (South)",2017-07-04 21:00:00,2017-07-04,21,NA
"5911","Lincoln-Swanston (W)",2017-07-04 21:00:00,2017-07-04,21,NA
"5912","Elizabeth St-La Trobe St (East)",2017-07-04 21:00:00,2017-07-04,21,NA
"5913","Lonsdale St - Elizabeth St (North)",2017-07-04 21:00:00,2017-07-04,21,NA
"5914","Bourke St Bridge",2017-07-04 21:00:00,2017-07-04,21,NA
"5915","Bourke St - Spencer St (North)",2017-07-04 21:00:00,2017-07-04,21,NA
"5916","RMIT Bld 80 - 445 Swanston Street",2017-07-04 21:00:00,2017-07-04,21,NA
"5917","Flinders La-Swanston St (West) Temporary",2017-07-04 21:00:00,2017-07-04,21,NA
"5918","RMIT Building 14",2017-07-04 21:00:00,2017-07-04,21,NA
"5919","380 Elizabeth St",2017-07-04 21:00:00,2017-07-04,21,NA
"5920","La Trobe St (North)",2017-07-04 21:00:00,2017-07-04,21,NA
"5921","231 Bourke St",2017-07-04 21:00:00,2017-07-04,21,NA
"5922","Royal Pde - Grattan St",2017-07-04 21:00:00,2017-07-04,21,NA
"5923","Bourke Street Mall (North)",2017-07-04 22:00:00,2017-07-04,22,278
"5924","Bourke Street Mall (South)",2017-07-04 22:00:00,2017-07-04,22,197
"5925","Melbourne Central",2017-07-04 22:00:00,2017-07-04,22,819
"5926","Town Hall (West)",2017-07-04 22:00:00,2017-07-04,22,521
"5927","Princes Bridge",2017-07-04 22:00:00,2017-07-04,22,0
"5928","Flinders Street Station Underpass",2017-07-04 22:00:00,2017-07-04,22,718
"5929","Birrarung Marr",2017-07-04 22:00:00,2017-07-04,22,64
"5930","Webb Bridge",2017-07-04 22:00:00,2017-07-04,22,24
"5931","Southern Cross Station",2017-07-04 22:00:00,2017-07-04,22,79
"5932","Victoria Point",2017-07-04 22:00:00,2017-07-04,22,32
"5933","Waterfront City",2017-07-04 22:00:00,2017-07-04,22,16
"5934","New Quay",2017-07-04 22:00:00,2017-07-04,22,80
"5935","Flagstaff Station",2017-07-04 22:00:00,2017-07-04,22,0
"5936","Sandridge Bridge",2017-07-04 22:00:00,2017-07-04,22,164
"5937","State Library",2017-07-04 22:00:00,2017-07-04,22,453
"5938","Collins St (North)",2017-07-04 22:00:00,2017-07-04,22,110
"5939","Collins Place (South)",2017-07-04 22:00:00,2017-07-04,22,98
"5940","Collins Place (North)",2017-07-04 22:00:00,2017-07-04,22,73
"5941","Chinatown-Swanston St (North)",2017-07-04 22:00:00,2017-07-04,22,420
"5942","Chinatown-Lt Bourke St (South)",2017-07-04 22:00:00,2017-07-04,22,269
"5943","Bourke St-Russell St (West)",2017-07-04 22:00:00,2017-07-04,22,461
"5944","Flinders St-Elizabeth St (East)",2017-07-04 22:00:00,2017-07-04,22,1019
"5945","Spencer St-Collins St (South)",2017-07-04 22:00:00,2017-07-04,22,100
"5946","Spencer St-Collins St (North)",2017-07-04 22:00:00,2017-07-04,22,492
"5947","Melbourne Convention Exhibition Centre",2017-07-04 22:00:00,2017-07-04,22,74
"5948","QV Market-Elizabeth St (West)",2017-07-04 22:00:00,2017-07-04,22,199
"5949","QV Market-Peel St",2017-07-04 22:00:00,2017-07-04,22,58
"5950","The Arts Centre",2017-07-04 22:00:00,2017-07-04,22,751
"5951","St Kilda Rd-Alexandra Gardens",2017-07-04 22:00:00,2017-07-04,22,158
"5952","Lonsdale St (South)",2017-07-04 22:00:00,2017-07-04,22,363
"5953","Lygon St (West)",2017-07-04 22:00:00,2017-07-04,22,281
"5954","City Square",2017-07-04 22:00:00,2017-07-04,22,NA
"5955","Flinders St-Spring St (West)",2017-07-04 22:00:00,2017-07-04,22,31
"5956","Flinders St-Spark La",2017-07-04 22:00:00,2017-07-04,22,71
"5957","Southbank",2017-07-04 22:00:00,2017-07-04,22,871
"5958","Queen St (West)",2017-07-04 22:00:00,2017-07-04,22,0
"5959","Lygon St (East)",2017-07-04 22:00:00,2017-07-04,22,53
"5960","Alfred Place",2017-07-04 22:00:00,2017-07-04,22,57
"5961","Lonsdale St-Spring St (West)",2017-07-04 22:00:00,2017-07-04,22,0
"5962","Grattan St-Swanston St (West)",2017-07-04 22:00:00,2017-07-04,22,43
"5963","Monash Rd-Swanston St (West)",2017-07-04 22:00:00,2017-07-04,22,46
"5964","Tin Alley-Swanston St (West)",2017-07-04 22:00:00,2017-07-04,22,34
"5965","Little Collins St-Swanston St (East)",2017-07-04 22:00:00,2017-07-04,22,407
"5966","Flinders La-Swanston St (West)",2017-07-04 22:00:00,2017-07-04,22,1036
"5967","Pelham St (South)",2017-07-04 22:00:00,2017-07-04,22,NA
"5968","Melbourne Central-Elizabeth St (East)",2017-07-04 22:00:00,2017-07-04,22,NA
"5969","QVM-Queen St (East)",2017-07-04 22:00:00,2017-07-04,22,NA
"5970","QVM-Therry St (South)",2017-07-04 22:00:00,2017-07-04,22,NA
"5971","Faraday St-Lygon St (West)",2017-07-04 22:00:00,2017-07-04,22,NA
"5972","QVM-Franklin St (North)",2017-07-04 22:00:00,2017-07-04,22,NA
"5973","Elizabeth St-Lonsdale St (South)",2017-07-04 22:00:00,2017-07-04,22,NA
"5974","Lincoln-Swanston (W)",2017-07-04 22:00:00,2017-07-04,22,NA
"5975","Elizabeth St-La Trobe St (East)",2017-07-04 22:00:00,2017-07-04,22,NA
"5976","Lonsdale St - Elizabeth St (North)",2017-07-04 22:00:00,2017-07-04,22,NA
"5977","Bourke St Bridge",2017-07-04 22:00:00,2017-07-04,22,NA
"5978","Bourke St - Spencer St (North)",2017-07-04 22:00:00,2017-07-04,22,NA
"5979","RMIT Bld 80 - 445 Swanston Street",2017-07-04 22:00:00,2017-07-04,22,NA
"5980","Flinders La-Swanston St (West) Temporary",2017-07-04 22:00:00,2017-07-04,22,NA
"5981","RMIT Building 14",2017-07-04 22:00:00,2017-07-04,22,NA
"5982","380 Elizabeth St",2017-07-04 22:00:00,2017-07-04,22,NA
"5983","La Trobe St (North)",2017-07-04 22:00:00,2017-07-04,22,NA
"5984","231 Bourke St",2017-07-04 22:00:00,2017-07-04,22,NA
"5985","Royal Pde - Grattan St",2017-07-04 22:00:00,2017-07-04,22,NA
"5986","Bourke Street Mall (North)",2017-07-04 23:00:00,2017-07-04,23,119
"5987","Bourke Street Mall (South)",2017-07-04 23:00:00,2017-07-04,23,60
"5988","Melbourne Central",2017-07-04 23:00:00,2017-07-04,23,470
"5989","Town Hall (West)",2017-07-04 23:00:00,2017-07-04,23,279
"5990","Princes Bridge",2017-07-04 23:00:00,2017-07-04,23,0
"5991","Flinders Street Station Underpass",2017-07-04 23:00:00,2017-07-04,23,505
"5992","Birrarung Marr",2017-07-04 23:00:00,2017-07-04,23,52
"5993","Webb Bridge",2017-07-04 23:00:00,2017-07-04,23,7
"5994","Southern Cross Station",2017-07-04 23:00:00,2017-07-04,23,40
"5995","Victoria Point",2017-07-04 23:00:00,2017-07-04,23,13
"5996","Waterfront City",2017-07-04 23:00:00,2017-07-04,23,5
"5997","New Quay",2017-07-04 23:00:00,2017-07-04,23,27
"5998","Flagstaff Station",2017-07-04 23:00:00,2017-07-04,23,0
"5999","Sandridge Bridge",2017-07-04 23:00:00,2017-07-04,23,121
"6000","State Library",2017-07-04 23:00:00,2017-07-04,23,184
"6001","Collins St (North)",2017-07-04 23:00:00,2017-07-04,23,53
"6002","Collins Place (South)",2017-07-04 23:00:00,2017-07-04,23,64
"6003","Collins Place (North)",2017-07-04 23:00:00,2017-07-04,23,23
"6004","Chinatown-Swanston St (North)",2017-07-04 23:00:00,2017-07-04,23,213
"6005","Chinatown-Lt Bourke St (South)",2017-07-04 23:00:00,2017-07-04,23,163
"6006","Bourke St-Russell St (West)",2017-07-04 23:00:00,2017-07-04,23,266
"6007","Flinders St-Elizabeth St (East)",2017-07-04 23:00:00,2017-07-04,23,605
"6008","Spencer St-Collins St (South)",2017-07-04 23:00:00,2017-07-04,23,72
"6009","Spencer St-Collins St (North)",2017-07-04 23:00:00,2017-07-04,23,266
"6010","Melbourne Convention Exhibition Centre",2017-07-04 23:00:00,2017-07-04,23,34
"6011","QV Market-Elizabeth St (West)",2017-07-04 23:00:00,2017-07-04,23,134
"6012","QV Market-Peel St",2017-07-04 23:00:00,2017-07-04,23,28
"6013","The Arts Centre",2017-07-04 23:00:00,2017-07-04,23,98
"6014","St Kilda Rd-Alexandra Gardens",2017-07-04 23:00:00,2017-07-04,23,47
"6015","Lonsdale St (South)",2017-07-04 23:00:00,2017-07-04,23,219
"6016","Lygon St (West)",2017-07-04 23:00:00,2017-07-04,23,143
"6017","City Square",2017-07-04 23:00:00,2017-07-04,23,NA
"6018","Flinders St-Spring St (West)",2017-07-04 23:00:00,2017-07-04,23,19
"6019","Flinders St-Spark La",2017-07-04 23:00:00,2017-07-04,23,19
"6020","Southbank",2017-07-04 23:00:00,2017-07-04,23,445
"6021","Queen St (West)",2017-07-04 23:00:00,2017-07-04,23,0
"6022","Lygon St (East)",2017-07-04 23:00:00,2017-07-04,23,19
"6023","Alfred Place",2017-07-04 23:00:00,2017-07-04,23,24
"6024","Lonsdale St-Spring St (West)",2017-07-04 23:00:00,2017-07-04,23,0
"6025","Grattan St-Swanston St (West)",2017-07-04 23:00:00,2017-07-04,23,37
"6026","Monash Rd-Swanston St (West)",2017-07-04 23:00:00,2017-07-04,23,13
"6027","Tin Alley-Swanston St (West)",2017-07-04 23:00:00,2017-07-04,23,8
"6028","Little Collins St-Swanston St (East)",2017-07-04 23:00:00,2017-07-04,23,239
"6029","Flinders La-Swanston St (West)",2017-07-04 23:00:00,2017-07-04,23,608
"6030","Pelham St (South)",2017-07-04 23:00:00,2017-07-04,23,NA
"6031","Melbourne Central-Elizabeth St (East)",2017-07-04 23:00:00,2017-07-04,23,NA
"6032","QVM-Queen St (East)",2017-07-04 23:00:00,2017-07-04,23,NA
"6033","QVM-Therry St (South)",2017-07-04 23:00:00,2017-07-04,23,NA
"6034","Faraday St-Lygon St (West)",2017-07-04 23:00:00,2017-07-04,23,NA
"6035","QVM-Franklin St (North)",2017-07-04 23:00:00,2017-07-04,23,NA
"6036","Elizabeth St-Lonsdale St (South)",2017-07-04 23:00:00,2017-07-04,23,NA
"6037","Lincoln-Swanston (W)",2017-07-04 23:00:00,2017-07-04,23,NA
"6038","Elizabeth St-La Trobe St (East)",2017-07-04 23:00:00,2017-07-04,23,NA
"6039","Lonsdale St - Elizabeth St (North)",2017-07-04 23:00:00,2017-07-04,23,NA
"6040","Bourke St Bridge",2017-07-04 23:00:00,2017-07-04,23,NA
"6041","Bourke St - Spencer St (North)",2017-07-04 23:00:00,2017-07-04,23,NA
"6042","RMIT Bld 80 - 445 Swanston Street",2017-07-04 23:00:00,2017-07-04,23,NA
"6043","Flinders La-Swanston St (West) Temporary",2017-07-04 23:00:00,2017-07-04,23,NA
"6044","RMIT Building 14",2017-07-04 23:00:00,2017-07-04,23,NA
"6045","380 Elizabeth St",2017-07-04 23:00:00,2017-07-04,23,NA
"6046","La Trobe St (North)",2017-07-04 23:00:00,2017-07-04,23,NA
"6047","231 Bourke St",2017-07-04 23:00:00,2017-07-04,23,NA
"6048","Royal Pde - Grattan St",2017-07-04 23:00:00,2017-07-04,23,NA
"6049","Bourke Street Mall (North)",2017-07-05 00:00:00,2017-07-05,0,98
"6050","Bourke Street Mall (South)",2017-07-05 00:00:00,2017-07-05,0,37
"6051","Melbourne Central",2017-07-05 00:00:00,2017-07-05,0,193
"6052","Town Hall (West)",2017-07-05 00:00:00,2017-07-05,0,136
"6053","Princes Bridge",2017-07-05 00:00:00,2017-07-05,0,0
"6054","Flinders Street Station Underpass",2017-07-05 00:00:00,2017-07-05,0,181
"6055","Birrarung Marr",2017-07-05 00:00:00,2017-07-05,0,47
"6056","Webb Bridge",2017-07-05 00:00:00,2017-07-05,0,7
"6057","Southern Cross Station",2017-07-05 00:00:00,2017-07-05,0,13
"6058","Victoria Point",2017-07-05 00:00:00,2017-07-05,0,2
"6059","Waterfront City",2017-07-05 00:00:00,2017-07-05,0,6
"6060","New Quay",2017-07-05 00:00:00,2017-07-05,0,48
"6061","Flagstaff Station",2017-07-05 00:00:00,2017-07-05,0,0
"6062","Sandridge Bridge",2017-07-05 00:00:00,2017-07-05,0,48
"6063","State Library",2017-07-05 00:00:00,2017-07-05,0,71
"6064","Collins St (North)",2017-07-05 00:00:00,2017-07-05,0,24
"6065","Collins Place (South)",2017-07-05 00:00:00,2017-07-05,0,12
"6066","Collins Place (North)",2017-07-05 00:00:00,2017-07-05,0,13
"6067","Chinatown-Swanston St (North)",2017-07-05 00:00:00,2017-07-05,0,147
"6068","Chinatown-Lt Bourke St (South)",2017-07-05 00:00:00,2017-07-05,0,66
"6069","Bourke St-Russell St (West)",2017-07-05 00:00:00,2017-07-05,0,132
"6070","Flinders St-Elizabeth St (East)",2017-07-05 00:00:00,2017-07-05,0,253
"6071","Spencer St-Collins St (South)",2017-07-05 00:00:00,2017-07-05,0,32
"6072","Spencer St-Collins St (North)",2017-07-05 00:00:00,2017-07-05,0,72
"6073","Melbourne Convention Exhibition Centre",2017-07-05 00:00:00,2017-07-05,0,20
"6074","QV Market-Elizabeth St (West)",2017-07-05 00:00:00,2017-07-05,0,99
"6075","QV Market-Peel St",2017-07-05 00:00:00,2017-07-05,0,16
"6076","The Arts Centre",2017-07-05 00:00:00,2017-07-05,0,42
"6077","St Kilda Rd-Alexandra Gardens",2017-07-05 00:00:00,2017-07-05,0,34
"6078","Lonsdale St (South)",2017-07-05 00:00:00,2017-07-05,0,121
"6079","Lygon St (West)",2017-07-05 00:00:00,2017-07-05,0,68
"6080","City Square",2017-07-05 00:00:00,2017-07-05,0,NA
"6081","Flinders St-Spring St (West)",2017-07-05 00:00:00,2017-07-05,0,17
"6082","Flinders St-Spark La",2017-07-05 00:00:00,2017-07-05,0,10
"6083","Southbank",2017-07-05 00:00:00,2017-07-05,0,145
"6084","Queen St (West)",2017-07-05 00:00:00,2017-07-05,0,0
"6085","Lygon St (East)",2017-07-05 00:00:00,2017-07-05,0,5
"6086","Alfred Place",2017-07-05 00:00:00,2017-07-05,0,10
"6087","Lonsdale St-Spring St (West)",2017-07-05 00:00:00,2017-07-05,0,0
"6088","Grattan St-Swanston St (West)",2017-07-05 00:00:00,2017-07-05,0,16
"6089","Monash Rd-Swanston St (West)",2017-07-05 00:00:00,2017-07-05,0,3
"6090","Tin Alley-Swanston St (West)",2017-07-05 00:00:00,2017-07-05,0,5
"6091","Little Collins St-Swanston St (East)",2017-07-05 00:00:00,2017-07-05,0,81
"6092","Flinders La-Swanston St (West)",2017-07-05 00:00:00,2017-07-05,0,304
"6093","Pelham St (South)",2017-07-05 00:00:00,2017-07-05,0,NA
"6094","Melbourne Central-Elizabeth St (East)",2017-07-05 00:00:00,2017-07-05,0,NA
"6095","QVM-Queen St (East)",2017-07-05 00:00:00,2017-07-05,0,NA
"6096","QVM-Therry St (South)",2017-07-05 00:00:00,2017-07-05,0,NA
"6097","Faraday St-Lygon St (West)",2017-07-05 00:00:00,2017-07-05,0,NA
"6098","QVM-Franklin St (North)",2017-07-05 00:00:00,2017-07-05,0,NA
"6099","Elizabeth St-Lonsdale St (South)",2017-07-05 00:00:00,2017-07-05,0,NA
"6100","Lincoln-Swanston (W)",2017-07-05 00:00:00,2017-07-05,0,NA
"6101","Elizabeth St-La Trobe St (East)",2017-07-05 00:00:00,2017-07-05,0,NA
"6102","Lonsdale St - Elizabeth St (North)",2017-07-05 00:00:00,2017-07-05,0,NA
"6103","Bourke St Bridge",2017-07-05 00:00:00,2017-07-05,0,NA
"6104","Bourke St - Spencer St (North)",2017-07-05 00:00:00,2017-07-05,0,NA
"6105","RMIT Bld 80 - 445 Swanston Street",2017-07-05 00:00:00,2017-07-05,0,NA
"6106","Flinders La-Swanston St (West) Temporary",2017-07-05 00:00:00,2017-07-05,0,NA
"6107","RMIT Building 14",2017-07-05 00:00:00,2017-07-05,0,NA
"6108","380 Elizabeth St",2017-07-05 00:00:00,2017-07-05,0,NA
"6109","La Trobe St (North)",2017-07-05 00:00:00,2017-07-05,0,NA
"6110","231 Bourke St",2017-07-05 00:00:00,2017-07-05,0,NA
"6111","Royal Pde - Grattan St",2017-07-05 00:00:00,2017-07-05,0,NA
"6112","Bourke Street Mall (North)",2017-07-05 01:00:00,2017-07-05,1,44
"6113","Bourke Street Mall (South)",2017-07-05 01:00:00,2017-07-05,1,24
"6114","Melbourne Central",2017-07-05 01:00:00,2017-07-05,1,96
"6115","Town Hall (West)",2017-07-05 01:00:00,2017-07-05,1,86
"6116","Princes Bridge",2017-07-05 01:00:00,2017-07-05,1,0
"6117","Flinders Street Station Underpass",2017-07-05 01:00:00,2017-07-05,1,68
"6118","Birrarung Marr",2017-07-05 01:00:00,2017-07-05,1,24
"6119","Webb Bridge",2017-07-05 01:00:00,2017-07-05,1,3
"6120","Southern Cross Station",2017-07-05 01:00:00,2017-07-05,1,6
"6121","Victoria Point",2017-07-05 01:00:00,2017-07-05,1,6
"6122","Waterfront City",2017-07-05 01:00:00,2017-07-05,1,1
"6123","New Quay",2017-07-05 01:00:00,2017-07-05,1,3
"6124","Flagstaff Station",2017-07-05 01:00:00,2017-07-05,1,0
"6125","Sandridge Bridge",2017-07-05 01:00:00,2017-07-05,1,26
"6126","State Library",2017-07-05 01:00:00,2017-07-05,1,78
"6127","Collins St (North)",2017-07-05 01:00:00,2017-07-05,1,12
"6128","Collins Place (South)",2017-07-05 01:00:00,2017-07-05,1,7
"6129","Collins Place (North)",2017-07-05 01:00:00,2017-07-05,1,5
"6130","Chinatown-Swanston St (North)",2017-07-05 01:00:00,2017-07-05,1,55
"6131","Chinatown-Lt Bourke St (South)",2017-07-05 01:00:00,2017-07-05,1,45
"6132","Bourke St-Russell St (West)",2017-07-05 01:00:00,2017-07-05,1,49
"6133","Flinders St-Elizabeth St (East)",2017-07-05 01:00:00,2017-07-05,1,116
"6134","Spencer St-Collins St (South)",2017-07-05 01:00:00,2017-07-05,1,10
"6135","Spencer St-Collins St (North)",2017-07-05 01:00:00,2017-07-05,1,27
"6136","Melbourne Convention Exhibition Centre",2017-07-05 01:00:00,2017-07-05,1,10
"6137","QV Market-Elizabeth St (West)",2017-07-05 01:00:00,2017-07-05,1,36
"6138","QV Market-Peel St",2017-07-05 01:00:00,2017-07-05,1,9
"6139","The Arts Centre",2017-07-05 01:00:00,2017-07-05,1,16
"6140","St Kilda Rd-Alexandra Gardens",2017-07-05 01:00:00,2017-07-05,1,11
"6141","Lonsdale St (South)",2017-07-05 01:00:00,2017-07-05,1,100
"6142","Lygon St (West)",2017-07-05 01:00:00,2017-07-05,1,21
"6143","City Square",2017-07-05 01:00:00,2017-07-05,1,NA
"6144","Flinders St-Spring St (West)",2017-07-05 01:00:00,2017-07-05,1,3
"6145","Flinders St-Spark La",2017-07-05 01:00:00,2017-07-05,1,6
"6146","Southbank",2017-07-05 01:00:00,2017-07-05,1,76
"6147","Queen St (West)",2017-07-05 01:00:00,2017-07-05,1,0
"6148","Lygon St (East)",2017-07-05 01:00:00,2017-07-05,1,10
